Date,Forecast,Lower95CI,Upper95CI,CI_Width,DerivedConfidence
2024-12-31,183.67903280488233,155.34255219149418,211.44710548621376,56.10455329471958,81.91
2025-01-01,191.60382650658354,164.17299176429276,218.2942080442718,54.12121627997905,83.02
2025-01-02,193.12791029030072,163.882673683686,222.94216455802604,59.05949087434004,81.9
2025-01-03,196.90377794818255,169.69037128746652,223.4905103677781,53.800139080311595,83.47
2025-01-04,217.3605805933797,189.40086801693258,245.3883826370429,55.98751462011032,84.23
2025-01-05,213.40943894238586,185.43074070181822,242.0689681904394,56.63822748862117,83.85
2025-01-06,187.68483419922552,160.29602083176192,216.4964920823583,56.200471250596365,82.2
2025-01-07,186.58809190339977,159.91567841783132,215.02242595565662,55.1067475378253,82.4
2025-01-08,197.30015911827738,171.03866492121557,225.39254646346816,54.353881542252594,83.36
2025-01-09,201.24413160625627,174.37397883347055,229.61859516532442,55.24461633185388,83.41
2025-01-10,207.2177014075305,179.8815753140843,233.6224164207113,53.74084110662699,84.14
2025-01-11,263.0392199264825,235.1724960551668,290.55757554275675,55.38507948758996,86.5
2025-01-12,227.11105968977162,201.67404871386427,256.3777360762817,54.70368736241741,85.04
2025-01-13,201.4979550101778,171.95877940042058,230.14972698811943,58.190947587698844,82.72
2025-01-14,199.1835323912734,172.1679735522121,227.1379077962549,54.969934244042804,83.34
2025-01-15,208.03535881956384,178.14551907463735,236.25189137485577,58.106372300218425,83.18
2025-01-16,210.68772519445056,181.84385980997814,239.21653359882552,57.37267378884738,83.52
2025-01-17,216.8556953437883,190.9296138800598,245.54076178727246,54.611147907212654,84.51
2025-01-18,240.88912249813617,212.728705440934,267.4669488528263,54.73824341189231,85.69
2025-01-19,240.00904623590102,210.29649524508025,270.79489104581035,60.498395800730094,84.49
2025-01-20,214.90532338853765,186.20575608418144,242.57277323243966,56.36701714825821,84.0
2025-01-21,211.30759522700762,184.09332545630653,240.75532462995173,56.6619991736452,83.72
2025-01-22,217.36852459554794,189.61406776755018,245.59708262929706,55.98301486174688,84.23
2025-01-23,216.55825046403817,187.95951630672198,243.582860652449,55.62334434572702,84.26
2025-01-24,219.38100099317919,193.23070755519032,248.00011709304255,54.769409537852226,84.61
2025-01-25,274.04206331084487,246.45406790825797,300.08941316517735,53.63534525691938,87.22
2025-01-26,237.53008146629304,209.37104177289064,264.8784045642484,55.507362791357764,85.38
2025-01-27,211.15261285619388,182.84303985189973,240.24780711121696,57.404767259317225,83.54
2025-01-28,207.58380944170656,178.50249934265483,234.42224007487982,55.919740732224994,83.66
2025-01-29,214.93320116889453,184.08855657570226,241.8231663508688,57.73460977516655,83.69
2025-01-30,215.96992904266133,189.66246797325624,244.46820970690797,54.80574173365173,84.41
2025-01-31,220.11685108826308,193.2728981046566,249.29900243606863,56.02610433141203,84.38
2025-02-01,241.34220794892093,213.31270676044375,269.5364100954431,56.22370333499936,85.42
2025-02-02,270.524491689746,243.1412471126919,296.6401170321824,53.49886991949049,87.12
2025-02-03,242.61464725082627,215.34739372903593,272.67604774414673,57.3286540151108,85.26
2025-02-04,204.97782785820212,177.72231690406406,233.42268099257313,55.700364088509076,83.54
2025-02-05,213.3236255552878,183.70319656445187,241.7828014348772,58.07960487042533,83.52
2025-02-06,216.5804051222566,188.59998001203473,244.66847190436613,56.068491892331394,84.16
2025-02-07,223.44655964200342,195.09457378801417,250.32623396204625,55.23166017403207,84.73
2025-02-08,247.38908222155135,218.45465915830738,275.15603840934756,56.70137925104018,85.6
2025-02-09,245.65778367477947,219.13903395339864,274.7237021412992,55.584668187900576,85.74
2025-02-10,220.30664040258324,193.7039197256291,249.3767770097909,55.67285728416181,84.46
2025-02-11,218.54760144830288,190.90894448521792,246.95465970070387,56.045715215485956,84.28
2025-02-12,228.38836616875017,197.34427675315825,256.61698380402163,59.272707050863374,84.13
2025-02-13,231.72639054060824,203.56050977187348,259.5735948532685,56.01308508139502,84.99
2025-02-14,237.495248429082,210.13739086833291,262.24903154175223,52.111640673419316,86.07
2025-02-15,260.2129630651923,230.3645388904464,290.01807781557767,59.65353892513127,85.6
2025-02-16,258.2353917618848,229.77320385092005,285.619989273937,55.84678542301694,86.23
2025-02-17,234.03721612735856,202.92274775591235,263.14945638142325,60.226708625510895,84.24
2025-02-18,234.1881779407096,205.01812911871542,261.6516674835777,56.63353836486226,84.99
2025-02-19,245.30279030727698,217.93905739268897,273.9469370898154,56.00787969712641,85.64
2025-02-20,281.80255940629496,254.31547000062898,311.29320210594733,56.97773210531835,86.91
2025-02-21,285.19498752644853,258.1288532052543,312.47960029416816,54.35074708891386,87.47
2025-02-22,304.33904400888804,275.4207249758463,330.6231165960086,55.202391620162246,87.91
